DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOLUME,,,,,
2012.10.01,00:00:00,1,28453,1,29388,1,28038,1,28883,-1,0
2012.10.02,00:00:00,1,28868,1,29678,1,28803,1,29195,-1,0
2012.10.03,00:00:00,1,29200,1,29370,1,28778,1,29053,-1,0
2012.10.04,00:00:00,1,29040,1,30313,1,29040,1,30180,-1,0
2012.10.05,00:00:00,1,30205,1,30713,1,29943,1,30345,-1,0
2012.10.08,00:00:00,1,30255,1,30268,1,29378,1,29683,-1,0
2012.10.09,00:00:00,1,29685,1,29908,1,28588,1,28850,-1,0
2012.10.10,00:00:00,1,28808,1,29128,1,28358,1,28740,-1,0
2012.10.11,00:00:00,1,28635,1,29513,1,28258,1,29273,-1,0
2012.10.12,00:00:00,1,29295,1,29918,1,29228,1,29513,-1,0
2012.10.15,00:00:00,1,29540,1,29788,1,28908,1,29490,-1,0
2012.10.16,00:00:00,1,29463,1,30608,1,29428,1,30535,-1,0
2012.10.17,00:00:00,1,30655,1,31393,1,30650,1,31188,-1,0
2012.10.18,00:00:00,1,31193,1,31288,1,30558,1,30668,-1,0
2012.10.19,00:00:00,1,30673,1,30770,1,30133,1,30248,-1,0
2012.10.22,00:00:00,1,30200,1,30838,1,30160,1,30595,-1,0
2012.10.23,00:00:00,1,30635,1,30758,1,29523,1,29868,-1,0
2012.10.24,00:00:00,1,29838,1,29968,1,29208,1,29733,-1,0
2012.10.25,00:00:00,1,29700,1,30233,1,29273,1,29343,-1,0
2012.10.26,00:00:00,1,29345,1,29563,1,28828,1,29390,-1,0
2012.10.29,00:00:00,1,29453,1,29453,1,29153,1,29323,-1,0
2012.10.30,00:00:00,1,29010,1,29833,1,28858,1,29605,-1,0
2012.10.31,00:00:00,1,29585,1,30208,1,29468,1,29600,-1,0
2012.11.01,00:00:00,1,29580,1,29828,1,29248,1,29425,-1,0
2012.11.02,00:00:00,1,29425,1,29508,1,28218,1,28383,-1,0
2012.11.05,00:00:00,1,28238,1,28428,1,27678,1,27960,-1,0
2012.11.06,00:00:00,1,27948,1,28265,1,27638,1,28140,-1,0
2012.11.07,00:00:00,1,28123,1,28763,1,27368,1,27710,-1,0
2012.11.08,00:00:00,1,27780,1,27808,1,27173,1,27468,-1,0
2012.11.09,00:00:00,1,27473,1,27903,1,26903,1,27098,-1,0
2012.11.12,00:00:00,1,27140,1,27393,1,26978,1,27095,-1,0
2012.11.13,00:00:00,1,27088,1,27278,1,26615,1,27040,-1,0
2012.11.14,00:00:00,1,27020,1,27783,1,27005,1,27353,-1,0
2012.11.15,00:00:00,1,27330,1,28018,1,27175,1,27810,-1,0
2012.11.16,00:00:00,1,27790,1,27848,1,26908,1,27433,-1,0
2012.11.19,00:00:00,1,27428,1,28198,1,27403,1,28133,-1,0
2012.11.20,00:00:00,1,27888,1,28298,1,27653,1,28168,-1,0
2012.11.21,00:00:00,1,28163,1,28338,1,27368,1,28293,-1,0
2012.11.22,00:00:00,1,28283,1,28988,1,28270,1,28843,-1,0
2012.11.23,00:00:00,1,28810,1,29908,1,28688,1,29728,-1,0
2012.11.26,00:00:00,1,29718,1,29848,1,29443,1,29718,-1,0
2012.11.27,00:00:00,1,29953,1,30093,1,29158,1,29425,-1,0
2012.11.28,00:00:00,1,29438,1,29545,1,28803,1,29525,-1,0
2012.11.29,00:00:00,1,29548,1,30133,1,29393,1,29790,-1,0
2012.11.30,00:00:00,1,29773,1,30275,1,29688,1,29858,-1,0
2012.12.03,00:00:00,1,29940,1,30758,1,29893,1,30533,-1,0
2012.12.04,00:00:00,1,30535,1,31083,1,30463,1,30943,-1,0
2012.12.05,00:00:00,1,30923,1,31268,1,30603,1,30680,-1,0
2012.12.06,00:00:00,1,30703,1,30868,1,29508,1,29670,-1,0
2012.12.07,00:00:00,1,29670,1,29728,1,28773,1,29268,-1,0
2012.12.10,00:00:00,1,28905,1,29468,1,28863,1,29408,-1,0
2012.12.11,00:00:00,1,29445,1,30148,1,29293,1,30053,-1,0
2012.12.12,00:00:00,1,30033,1,30973,1,29958,1,30738,-1,0
2012.12.13,00:00:00,1,30728,1,31003,1,30413,1,30773,-1,0
2012.12.14,00:00:00,1,30770,1,31733,1,30663,1,31633,-1,0
2012.12.17,00:00:00,1,31733,1,31868,1,31443,1,31640,-1,0
2012.12.18,00:00:00,1,31620,1,32383,1,31560,1,32285,-1,0
2012.12.19,00:00:00,1,32270,1,33083,1,32233,1,32265,-1,0
2012.12.20,00:00:00,1,32195,1,32953,1,31890,1,32440,-1,0
2012.12.21,00:00:00,1,32478,1,32525,1,31588,1,31875,-1,0
2012.12.24,00:00:00,1,31785,1,32338,1,31715,1,31928,-1,0
2012.12.26,00:00:00,1,31813,1,32545,1,31705,1,32245,-1,0
2012.12.27,00:00:00,1,32263,1,32843,1,32018,1,32368,-1,0
2012.12.28,00:00:00,1,32403,1,32568,1,31663,1,32170,-1,0
2012.12.31,00:00:00,1,32198,1,32348,1,31723,1,31968,-1,0
2013.01.02,00:00:00,1,31983,1,32993,1,31563,1,31865,-1,0
2013.01.03,00:00:00,1,31803,1,31908,1,30468,1,30490,-1,0
2013.01.04,00:00:00,1,30490,1,30898,1,29978,1,30678,-1,0
2013.01.07,00:00:00,1,30710,1,31198,1,30168,1,31168,-1,0
2013.01.08,00:00:00,1,31225,1,31400,1,30563,1,30810,-1,0
2013.01.09,00:00:00,1,30825,1,30963,1,30368,1,30643,-1,0
2013.01.10,00:00:00,1,30605,1,32738,1,30388,1,32720,-1,0
2013.01.11,00:00:00,1,32648,1,33658,1,32483,1,33433,-1,0
2013.01.14,00:00:00,1,33558,1,34040,1,33363,1,33813,-1,0
2013.01.15,00:00:00,1,33803,1,33938,1,32635,1,33055,-1,0
2013.01.16,00:00:00,1,33075,1,33248,1,32568,1,32893,-1,0
2013.01.17,00:00:00,1,32903,1,33875,1,32703,1,33763,-1,0
2013.01.18,00:00:00,1,33720,1,33983,1,32808,1,33203,-1,0
2013.01.21,00:00:00,1,33235,1,33323,1,33003,1,33128,-1,0
2013.01.22,00:00:00,1,33163,1,33718,1,32673,1,33220,-1,0
2013.01.23,00:00:00,1,33220,1,33548,1,32645,1,33178,-1,0
2013.01.24,00:00:00,1,33168,1,33928,1,32863,1,33773,-1,0
2013.01.25,00:00:00,1,33740,1,34793,1,33498,1,34635,-1,0
2013.01.28,00:00:00,1,34645,1,34773,1,34248,1,34555,-1,0
2013.01.29,00:00:00,1,34528,1,34973,1,34143,1,34920,-1,0
2013.01.30,00:00:00,1,34890,1,35878,1,34823,1,35668,-1,0
2013.01.31,00:00:00,1,35640,1,35943,1,35413,1,35775,-1,0
2013.02.01,00:00:00,1,35790,1,37108,1,35770,1,36403,-1,0
2013.02.04,00:00:00,1,36560,1,36603,1,35053,1,35145,-1,0
2013.02.05,00:00:00,1,35155,1,35978,1,34585,1,35833,-1,0
2013.02.06,00:00:00,1,35830,1,35963,1,34935,1,35223,-1,0
2013.02.07,00:00:00,1,35228,1,35778,1,33708,1,33978,-1,0
2013.02.08,00:00:00,1,33958,1,34293,1,33533,1,33660,-1,0
2013.02.11,00:00:00,1,33685,1,34275,1,33573,1,34063,-1,0
2013.02.12,00:00:00,1,34078,1,34758,1,33643,1,34538,-1,0
2013.02.13,00:00:00,1,34530,1,35203,1,34263,1,34520,-1,0
2013.02.14,00:00:00,1,34490,1,34558,1,33153,1,33633,-1,0
2013.02.15,00:00:00,1,33663,1,33933,1,33063,1,33613,-1,0
2013.02.18,00:00:00,1,33505,1,33795,1,33218,1,33513,-1,0
2013.02.19,00:00:00,1,33540,1,33963,1,33288,1,33878,-1,0
2013.02.20,00:00:00,1,33865,1,34343,1,32713,1,32833,-1,0
2013.02.21,00:00:00,1,32845,1,32903,1,31610,1,31895,-1,0
2013.02.22,00:00:00,1,31895,1,32458,1,31453,1,31913,-1,0
2013.02.25,00:00:00,1,32033,1,33193,1,30478,1,30623,-1,0
2013.02.26,00:00:00,1,30770,1,31233,1,30183,1,30610,-1,0
2013.02.27,00:00:00,1,30630,1,31473,1,30413,1,31388,-1,0
2013.02.28,00:00:00,1,31325,1,31623,1,30533,1,30565,-1,0
2013.03.01,00:00:00,1,30555,1,31013,1,29668,1,30270,-1,0
2013.03.04,00:00:00,1,30063,1,30313,1,29823,1,30263,-1,0
2013.03.05,00:00:00,1,30238,1,30753,1,30103,1,30513,-1,0
2013.03.06,00:00:00,1,30485,1,30708,1,29653,1,29668,-1,0
2013.03.07,00:00:00,1,29740,1,31183,1,29700,1,31068,-1,0
2013.03.08,00:00:00,1,31068,1,31343,1,29553,1,30048,-1,0
2013.03.11,00:00:00,1,29908,1,30538,1,29795,1,30460,-1,0
2013.03.12,00:00:00,1,30463,1,30748,1,29913,1,30340,-1,0
2013.03.13,00:00:00,1,30285,1,30648,1,29233,1,29610,-1,0
2013.03.14,00:00:00,1,29568,1,30328,1,29113,1,30048,-1,0
2013.03.15,00:00:00,1,30038,1,31073,1,29998,1,30760,-1,0
2013.03.18,00:00:00,1,29305,1,29958,1,28823,1,29563,-1,0
2013.03.19,00:00:00,1,29525,1,29698,1,28438,1,28820,-1,0
2013.03.20,00:00:00,1,28735,1,29788,1,28568,1,29328,-1,0
2013.03.21,00:00:00,1,29348,1,29558,1,28798,1,28985,-1,0
2013.03.22,00:00:00,1,28995,1,30103,1,28883,1,29888,-1,0
2013.03.25,00:00:00,1,29613,1,30485,1,28298,1,28525,-1,0
2013.03.26,00:00:00,1,28545,1,28898,1,28278,1,28610,-1,0
2013.03.27,00:00:00,1,28535,1,28673,1,27508,1,27800,-1,0
2013.03.28,00:00:00,1,27795,1,28448,1,27553,1,28163,-1,0
2013.03.29,00:00:00,1,28183,1,28373,1,27933,1,28205,-1,0
2013.04.01,00:00:00,1,28095,1,28678,1,27713,1,28488,-1,0
2013.04.02,00:00:00,1,28438,1,28778,1,28093,1,28208,-1,0
2013.04.03,00:00:00,1,28183,1,28645,1,27898,1,28495,-1,0
2013.04.04,00:00:00,1,28433,1,29488,1,27448,1,29358,-1,0
2013.04.05,00:00:00,1,29323,1,30398,1,29008,1,29923,-1,0
2013.04.08,00:00:00,1,29925,1,30383,1,29683,1,30085,-1,0
2013.04.09,00:00:00,1,30173,1,31033,1,30053,1,30823,-1,0
2013.04.10,00:00:00,1,30815,1,31218,1,30528,1,30700,-1,0
2013.04.11,00:00:00,1,30700,1,31383,1,30438,1,31003,-1,0
2013.04.12,00:00:00,1,31050,1,31268,1,30363,1,31125,-1,0
2013.04.15,00:00:00,1,31150,1,31153,1,30223,1,30358,-1,0
2013.04.16,00:00:00,1,30475,1,32018,1,30283,1,31775,-1,0
2013.04.17,00:00:00,1,31828,1,31998,1,30013,1,30323,-1,0
2013.04.18,00:00:00,1,30315,1,30963,1,30208,1,30505,-1,0
2013.04.19,00:00:00,1,30490,1,31288,1,30458,1,30525,-1,0
2013.04.22,00:00:00,1,30718,1,30843,1,30153,1,30665,-1,0
2013.04.23,00:00:00,1,30650,1,30843,1,29728,1,29985,-1,0
2013.04.24,00:00:00,1,29993,1,30343,1,29548,1,30153,-1,0
2013.04.25,00:00:00,1,30140,1,30938,1,29888,1,30115,-1,0
2013.04.26,00:00:00,1,30118,1,30478,1,29908,1,30305,-1,0
2013.04.29,00:00:00,1,30448,1,31168,1,30318,1,30988,-1,0
2013.04.30,00:00:00,1,30995,1,31863,1,30543,1,31675,-1,0
2013.05.01,00:00:00,1,31690,1,32428,1,31608,1,31795,-1,0
2013.05.02,00:00:00,1,31858,1,32188,1,30373,1,30650,-1,0
2013.05.03,00:00:00,1,30585,1,31598,1,30328,1,31150,-1,0
2013.05.06,00:00:00,1,31230,1,31413,1,30538,1,30763,-1,0
2013.05.07,00:00:00,1,30765,1,31323,1,30678,1,30795,-1,0
2013.05.08,00:00:00,1,30775,1,31948,1,30718,1,31530,-1,0
2013.05.09,00:00:00,1,31555,1,31773,1,30108,1,30423,-1,0
2013.05.10,00:00:00,1,30380,1,30513,1,29353,1,29893,-1,0
2013.05.13,00:00:00,1,29770,1,29998,1,29413,1,29748,-1,0
2013.05.14,00:00:00,1,29748,1,30293,1,29118,1,29218,-1,0
2013.05.15,00:00:00,1,29285,1,29428,1,28433,1,28865,-1,0
2013.05.16,00:00:00,1,28853,1,29298,1,28463,1,28833,-1,0
2013.05.17,00:00:00,1,28828,1,28898,1,27963,1,28383,-1,0
2013.05.20,00:00:00,1,28390,1,29475,1,28193,1,28825,-1,0
2013.05.21,00:00:00,1,28845,1,29338,1,28413,1,29063,-1,0
2013.05.22,00:00:00,1,29088,1,29983,1,28338,1,28585,-1,0
2013.05.23,00:00:00,1,28568,1,29570,1,28215,1,29330,-1,0
2013.05.24,00:00:00,1,29325,1,29933,1,29043,1,29330,-1,0
2013.05.27,00:00:00,1,29395,1,29488,1,29155,1,29300,-1,0
2013.05.28,00:00:00,1,29330,1,29498,1,28495,1,28555,-1,0
2013.05.29,00:00:00,1,28540,1,29778,1,28383,1,29410,-1,0
2013.05.30,00:00:00,1,29405,1,30613,1,29338,1,30493,-1,0
2013.05.31,00:00:00,1,30485,1,30595,1,29443,1,29963,-1,0
2013.06.03,00:00:00,1,29940,1,31080,1,29555,1,30767,-1,0
2013.06.04,00:00:00,1,30768,1,31016,1,30423,1,30808,-1,0
2013.06.05,00:00:00,1,30825,1,31164,1,30531,1,30933,-1,0
2013.06.06,00:00:00,1,30960,1,33062,1,30751,1,32458,-1,0
2013.06.07,00:00:00,1,32450,1,32854,1,31916,1,32188,-1,0
2013.06.10,00:00:00,1,31983,1,32694,1,31776,1,32574,-1,0
2013.06.11,00:00:00,1,32571,1,33176,1,32322,1,33135,-1,0
2013.06.12,00:00:00,1,33097,1,33596,1,32656,1,33383,-1,0
2013.06.13,00:00:00,1,33333,1,33904,1,32786,1,33760,-1,0
2013.06.14,00:00:00,1,33700,1,33741,1,32949,1,33468,-1,0
2013.06.17,00:00:00,1,33478,1,33817,1,33186,1,33665,-1,0
2013.06.18,00:00:00,1,33650,1,34159,1,33257,1,33928,-1,0
2013.06.19,00:00:00,1,33968,1,34185,1,32621,1,32942,-1,0
2013.06.20,00:00:00,1,32925,1,33019,1,31614,1,32201,-1,0
2013.06.21,00:00:00,1,32213,1,32545,1,30986,1,31217,-1,0
2013.06.24,00:00:00,1,31000,1,31441,1,30589,1,31198,-1,0
2013.06.25,00:00:00,1,31197,1,31509,1,30651,1,30785,-1,0
2013.06.26,00:00:00,1,30818,1,30875,1,29848,1,30118,-1,0
2013.06.27,00:00:00,1,30105,1,30575,1,30003,1,30385,-1,0
2013.06.28,00:00:00,1,30368,1,31035,1,29912,1,30088,-1,0
2013.07.01,00:00:00,1,30145,1,30669,1,30055,1,30642,-1,0
2013.07.02,00:00:00,1,30692,1,30783,1,29636,1,29786,-1,0
2013.07.03,00:00:00,1,29788,1,30328,1,29232,1,30103,-1,0
2013.07.04,00:00:00,1,30085,1,30234,1,28828,1,29135,-1,0
2013.07.05,00:00:00,1,29138,1,29169,1,25345,1,28303,-1,0
2013.07.08,00:00:00,1,28178,1,29040,1,28118,1,28704,-1,0
2013.07.09,00:00:00,1,28668,1,28983,1,27552,1,27810,-1,0
2013.07.10,00:00:00,1,27857,1,29887,1,27648,1,29767,-1,0
2013.07.11,00:00:00,1,29873,1,32074,1,29762,1,30970,-1,0
2013.07.12,00:00:00,1,30923,1,31440,1,29993,1,30673,-1,0
2013.07.15,00:00:00,1,30740,1,30815,1,29934,1,30623,-1,0
2013.07.16,00:00:00,1,30593,1,31744,1,30511,1,31624,-1,0
2013.07.17,00:00:00,1,31563,1,31789,1,30831,1,31250,-1,0
2013.07.18,00:00:00,1,31263,1,31268,1,30663,1,31092,-1,0
2013.07.19,00:00:00,1,31118,1,31549,1,30895,1,31427,-1,0
2013.07.22,00:00:00,1,31400,1,32184,1,31360,1,31857,-1,0
2013.07.23,00:00:00,1,31855,1,32389,1,31636,1,32229,-1,0
2013.07.24,00:00:00,1,32248,1,32565,1,31767,1,32008,-1,0
2013.07.25,00:00:00,1,31983,1,32960,1,31658,1,32768,-1,0
2013.07.26,00:00:00,1,32765,1,32972,1,32528,1,32790,-1,0
2013.07.29,00:00:00,1,32788,1,32953,1,32392,1,32622,-1,0
2013.07.30,00:00:00,1,32624,1,33024,1,32345,1,32622,-1,0
2013.07.31,00:00:00,1,32628,1,33449,1,32079,1,33031,-1,0
2013.08.01,00:00:00,1,33023,1,33109,1,31938,1,32066,-1,0
2013.08.02,00:00:00,1,32100,1,32941,1,31400,1,32815,-1,0
2013.08.05,00:00:00,1,32815,1,33007,1,32328,1,32585,-1,0
2013.08.06,00:00:00,1,32585,1,33232,1,32462,1,33047,-1,0
2013.08.07,00:00:00,1,33047,1,33457,1,32657,1,33373,-1,0
2013.08.08,00:00:00,1,33383,1,34006,1,33283,1,33808,-1,0
2013.08.09,00:00:00,1,33823,1,33905,1,33328,1,33413,-1,0
2013.08.12,00:00:00,1,33363,1,33443,1,32773,1,33003,-1,0
2013.08.13,00:00:00,1,32990,1,33175,1,32336,1,32630,-1,0
2013.08.14,00:00:00,1,32640,1,32811,1,32391,1,32554,-1,0
2013.08.15,00:00:00,1,32555,1,33633,1,32055,1,33469,-1,0
2013.08.16,00:00:00,1,33473,1,33800,1,33111,1,33290,-1,0
2013.08.19,00:00:00,1,33355,1,33748,1,33153,1,33348,-1,0
2013.08.20,00:00:00,1,33380,1,34521,1,33235,1,34172,-1,0
2013.08.21,00:00:00,1,34185,1,34274,1,33354,1,33558,-1,0
2013.08.22,00:00:00,1,33525,1,33733,1,32983,1,33562,-1,0
2013.08.23,00:00:00,1,33553,1,34098,1,33335,1,33813,-1,0
2013.08.26,00:00:00,1,33870,1,34355,1,33567,1,33677,-1,0
2013.08.27,00:00:00,1,33733,1,33989,1,33226,1,33932,-1,0
2013.08.28,00:00:00,1,33928,1,33979,1,33051,1,33396,-1,0
2013.08.29,00:00:00,1,33405,1,33432,1,32193,1,32408,-1,0
2013.08.30,00:00:00,1,32375,1,32551,1,31732,1,32220,-1,0
2013.09.02,00:00:00,1,32120,1,32273,1,31837,1,31918,-1,0
2013.09.03,00:00:00,1,31940,1,31971,1,31386,1,31705,-1,0
2013.09.04,00:00:00,1,31724,1,32180,1,31572,1,32073,-1,0
2013.09.05,00:00:00,1,32050,1,32231,1,31104,1,31200,-1,0
2013.09.06,00:00:00,1,31178,1,31894,1,31049,1,31785,-1,0
2013.09.09,00:00:00,1,31762,1,32810,1,31653,1,32551,-1,0
2013.09.10,00:00:00,1,32535,1,32760,1,32304,1,32680,-1,0
2013.09.11,00:00:00,1,32685,1,33248,1,32441,1,33110,-1,0
2013.09.12,00:00:00,1,33099,1,33250,1,32566,1,32994,-1,0
2013.09.13,00:00:00,1,33016,1,33219,1,32538,1,32943,-1,0
2013.09.16,00:00:00,1,33673,1,33858,1,33301,1,33342,-1,0
2013.09.17,00:00:00,1,33380,1,33696,1,33254,1,33588,-1,0
2013.09.18,00:00:00,1,33577,1,35426,1,33382,1,35216,-1,0
2013.09.19,00:00:00,1,35171,1,35687,1,35013,1,35298,-1,0
2013.09.20,00:00:00,1,35325,1,35490,1,34980,1,35243,-1,0
2013.09.23,00:00:00,1,35430,1,35448,1,34795,1,34931,-1,0
2013.09.24,00:00:00,1,34938,1,35190,1,34644,1,34736,-1,0
2013.09.25,00:00:00,1,34730,1,35374,1,34619,1,35257,-1,0
2013.09.26,00:00:00,1,35248,1,35320,1,34724,1,34886,-1,0
2013.09.27,00:00:00,1,34880,1,35646,1,34743,1,35228,-1,0
2013.09.30,00:00:00,1,34985,1,35563,1,34777,1,35260,-1,0
2013.10.01,00:00:00,1,35261,1,35883,1,35169,1,35261,-1,0
2013.10.02,00:00:00,1,35275,1,36072,1,35047,1,35789,-1,0
2013.10.03,00:00:00,1,35820,1,36464,1,35777,1,36182,-1,0
2013.10.04,00:00:00,1,36219,1,36319,1,35385,1,35573,-1,0
2013.10.07,00:00:00,1,35648,1,36290,1,35428,1,35808,-1,0
2013.10.08,00:00:00,1,35785,1,36073,1,33533,1,35734,-1,0
2013.10.09,00:00:00,1,35732,1,36049,1,34857,1,35243,-1,0
2013.10.10,00:00:00,1,35246,1,35469,1,34877,1,35198,-1,0
2013.10.11,00:00:00,1,35218,1,35818,1,35180,1,35438,-1,0
2013.10.14,00:00:00,1,35583,1,35979,1,35455,1,35615,-1,0
2013.10.15,00:00:00,1,35626,1,35712,1,34795,1,35234,-1,0
2013.10.16,00:00:00,1,35283,1,35677,1,34729,1,35340,-1,0
2013.10.17,00:00:00,1,35318,1,36820,1,35158,1,36755,-1,0
2013.10.18,00:00:00,1,36753,1,37042,1,36595,1,36860,-1,0
2013.10.21,00:00:00,1,36838,1,36887,1,36512,1,36810,-1,0
2013.10.22,00:00:00,1,36757,1,37921,1,36622,1,37807,-1,0
2013.10.23,00:00:00,1,37820,1,37933,1,37416,1,37757,-1,0
2013.10.24,00:00:00,1,37765,1,38255,1,37646,1,38012,-1,0
2013.10.25,00:00:00,1,38013,1,38325,1,37746,1,38032,-1,0
2013.10.28,00:00:00,1,38075,1,38178,1,37752,1,37849,-1,0
2013.10.29,00:00:00,1,37867,1,38135,1,37364,1,37454,-1,0
2013.10.30,00:00:00,1,37452,1,37855,1,36958,1,37357,-1,0
2013.10.31,00:00:00,1,37368,1,37388,1,35752,1,35834,-1,0
2013.11.01,00:00:00,1,35837,1,35896,1,34801,1,34871,-1,0
2013.11.04,00:00:00,1,34890,1,35245,1,34422,1,35141,-1,0
2013.11.05,00:00:00,1,35133,1,35226,1,34492,1,34743,-1,0
2013.11.06,00:00:00,1,34738,1,35477,1,34678,1,35126,-1,0
2013.11.07,00:00:00,1,35145,1,35291,1,32951,1,34195,-1,0
2013.11.08,00:00:00,1,34180,1,34380,1,33178,1,33713,-1,0
2013.11.11,00:00:00,1,33615,1,34205,1,33448,1,34064,-1,0
2013.11.12,00:00:00,1,34078,1,34564,1,33593,1,34355,-1,0
2013.11.13,00:00:00,1,34335,1,34956,1,33902,1,34870,-1,0
2013.11.14,00:00:00,1,34880,1,34977,1,34184,1,34588,-1,0
2013.11.15,00:00:00,1,34547,1,35056,1,34323,1,34948,-1,0
2013.11.18,00:00:00,1,34963,1,35422,1,34746,1,35056,-1,0
2013.11.19,00:00:00,1,35073,1,35473,1,34878,1,35383,-1,0
2013.11.20,00:00:00,1,35360,1,35793,1,34154,1,34385,-1,0
2013.11.21,00:00:00,1,34386,1,34866,1,33995,1,34819,-1,0
2013.11.22,00:00:00,1,34815,1,35582,1,34624,1,35582,-1,0
2013.11.25,00:00:00,1,35505,1,36400,1,34903,1,35164,-1,0
2013.11.26,00:00:00,1,35190,1,35750,1,35175,1,35723,-1,0
2013.11.27,00:00:00,1,35692,1,36130,1,35579,1,35798,-1,0
2013.11.28,00:00:00,1,35763,1,36189,1,35638,1,36057,-1,0
2013.11.29,00:00:00,1,36067,1,36219,1,35806,1,35910,-1,0
2013.12.02,00:00:00,1,35840,1,36160,1,35261,1,35418,-1,0
2013.12.03,00:00:00,1,35415,1,36139,1,35246,1,35891,-1,0
2013.12.04,00:00:00,1,35910,1,36057,1,35050,1,35931,-1,0
2013.12.05,00:00:00,1,35916,1,36774,1,35433,1,36676,-1,0
2013.12.06,00:00:00,1,36714,1,37065,1,36198,1,37054,-1,0
2013.12.09,00:00:00,1,37130,1,37462,1,36670,1,37387,-1,0
2013.12.10,00:00:00,1,37376,1,37950,1,37343,1,37611,-1,0
2013.12.11,00:00:00,1,37608,1,38109,1,37404,1,37863,-1,0
2013.12.12,00:00:00,1,37868,1,38033,1,37377,1,37533,-1,0
2013.12.13,00:00:00,1,37518,1,37693,1,37091,1,37415,-1,0
2013.12.16,00:00:00,1,37325,1,37988,1,35395,1,37606,-1,0
2013.12.17,00:00:00,1,37610,1,37823,1,37232,1,37681,-1,0
2013.12.18,00:00:00,1,37688,1,38119,1,36746,1,36841,-1,0
2013.12.19,00:00:00,1,36853,1,36940,1,36495,1,36610,-1,0
2013.12.20,00:00:00,1,36630,1,37095,1,36251,1,36749,-1,0
2013.12.23,00:00:00,1,36713,1,37168,1,32725,1,36962,-1,0
2013.12.24,00:00:00,1,36990,1,37027,1,36552,1,36816,-1,0
2013.12.26,00:00:00,1,36702,1,37023,1,36659,1,36911,-1,0
2013.12.27,00:00:00,1,36916,1,38934,1,36874,1,37479,-1,0
2013.12.30,00:00:00,1,37643,1,38191,1,37284,1,38028,-1,0
2013.12.31,00:00:00,1,37979,1,38127,1,37444,1,37458,-1,0
2014.01.02,00:00:00,1,37646,1,37760,1,36297,1,36718,-1,0
2014.01.03,00:00:00,1,36671,1,36721,1,35826,1,35888,-1,0
2014.01.06,00:00:00,1,35933,1,36693,1,35715,1,36282,-1,0
2014.01.07,00:00:00,1,37200,1,37200,1,35966,1,36156,-1,0
2014.01.08,00:00:00,1,36155,1,36352,1,35536,1,35757,-1,0
2014.01.09,00:00:00,1,35785,1,36334,1,35483,1,36081,-1,0
2014.01.10,00:00:00,1,36060,1,36875,1,34513,1,36697,-1,0
2014.01.13,00:00:00,1,36725,1,36850,1,36374,1,36712,-1,0
2014.01.14,00:00:00,1,36697,1,36996,1,36491,1,36792,-1,0
2014.01.15,00:00:00,1,36786,1,36799,1,35813,1,36050,-1,0
2014.01.16,00:00:00,1,36053,1,36497,1,35833,1,36200,-1,0
2014.01.17,00:00:00,1,36177,1,36213,1,35171,1,35413,-1,0
2014.01.20,00:00:00,1,35368,1,36143,1,35078,1,35520,-1,0
2014.01.21,00:00:00,1,35560,1,35693,1,35165,1,35609,-1,0
2014.01.22,00:00:00,1,35613,1,35841,1,35347,1,35474,-1,0
2014.01.23,00:00:00,1,35473,1,36986,1,35304,1,36960,-1,0
2014.01.24,00:00:00,1,36944,1,37397,1,36628,1,36771,-1,0
2014.01.27,00:00:00,1,36788,1,37167,1,36532,1,36736,-1,0
2014.01.28,00:00:00,1,36747,1,36886,1,36291,1,36710,-1,0
2014.01.29,00:00:00,1,36562,1,36849,1,36031,1,36635,-1,0
2014.01.30,00:00:00,1,35850,1,36656,1,35435,1,35543,-1,0
2014.01.31,00:00:00,1,35557,1,35739,1,34791,1,34870,-1,0
2014.02.03,00:00:00,1,34853,1,35356,1,34771,1,35254,-1,0
2014.02.04,00:00:00,1,35293,1,35389,1,34933,1,35183,-1,0
2014.02.05,00:00:00,1,35142,1,35557,1,34989,1,35331,-1,0
2014.02.06,00:00:00,1,35332,1,36190,1,34823,1,35900,-1,0
2014.02.07,00:00:00,1,35915,1,36448,1,35520,1,36350,-1,0
2014.02.10,00:00:00,1,36190,1,36517,1,36178,1,36455,-1,0
2014.02.11,00:00:00,1,36455,1,36831,1,36295,1,36382,-1,0
2014.02.12,00:00:00,1,36390,1,36528,1,35623,1,35932,-1,0
2014.02.13,00:00:00,1,35941,1,36925,1,35850,1,36799,-1,0
2014.02.14,00:00:00,1,36785,1,37152,1,36737,1,36924,-1,0
2014.02.17,00:00:00,1,37044,1,37244,1,36921,1,37069,-1,0
2014.02.18,00:00:00,1,37073,1,37707,1,36945,1,37589,-1,0
2014.02.19,00:00:00,1,37597,1,37733,1,37243,1,37331,-1,0
2014.02.20,00:00:00,1,37365,1,37627,1,36856,1,37187,-1,0
2014.02.21,00:00:00,1,37187,1,37588,1,37020,1,37393,-1,0
2014.02.24,00:00:00,1,37383,1,37726,1,37084,1,37349,-1,0
2014.02.25,00:00:00,1,37338,1,37674,1,37154,1,37451,-1,0
2014.02.26,00:00:00,1,37416,1,37574,1,36618,1,36866,-1,0
2014.02.27,00:00:00,1,36858,1,37268,1,36432,1,37102,-1,0
2014.02.28,00:00:00,1,37081,1,38249,1,36943,1,38021,-1,0
2014.03.03,00:00:00,1,37770,1,37927,1,37262,1,37348,-1,0
