<DATE>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
2016.06.20,1.13282,1.13817,1.13010,1.13112,104048,
2016.06.21,1.13111,1.13488,1.12411,1.12416,87081,
2016.06.22,1.12418,1.13281,1.12359,1.12955,87264,
2016.06.23,1.12956,1.14203,1.12918,1.13818,87970,
2016.06.24,1.13818,1.14263,1.09115,1.10917,134020,
2016.06.27,1.10061,1.10782,1.09703,1.10237,127390,
2016.06.28,1.10238,1.11112,1.10098,1.10638,103074,
2016.06.29,1.10638,1.11297,1.10487,1.11240,95463,
2016.06.30,1.11241,1.11539,1.10235,1.11057,93969,
2016.07.01,1.11057,1.11688,1.10714,1.11340,83332,
2016.07.04,1.11363,1.11590,1.10973,1.11521,65281,
2016.07.05,1.11521,1.11680,1.10617,1.10753,77024,
2016.07.06,1.10750,1.11110,1.10285,1.10998,89564,
2016.07.07,1.10999,1.11067,1.10520,1.10618,80448,
2016.07.08,1.10622,1.10892,1.10139,1.10511,71324,
2016.07.11,1.10449,1.10740,1.10152,1.10567,81626,
2016.07.12,1.10569,1.11253,1.10514,1.10593,76297,
2016.07.13,1.10595,1.11178,1.10415,1.10890,79703,
2016.07.14,1.10890,1.11642,1.10847,1.11172,80303,
2016.07.15,1.11177,1.11483,1.10523,1.10669,81525,
2016.07.18,1.10469,1.10836,1.10369,1.10750,81385,
2016.07.19,1.10749,1.10797,1.10045,1.10203,74993,
2016.07.20,1.10205,1.10244,1.09808,1.10134,75198,
2016.07.21,1.10134,1.10561,1.09786,1.10250,75237,
2016.07.22,1.10235,1.10401,1.09545,1.09729,72602,
2016.07.25,1.09723,1.09980,1.09512,1.09942,77255,
2016.07.26,1.09942,1.10289,1.09773,1.09842,79646,
2016.07.27,1.09832,1.10640,1.09542,1.10578,84951,
2016.07.28,1.10577,1.11187,1.10508,1.10746,87362,
2016.07.29,1.10744,1.11943,1.10716,1.11779,86422,
2016.08.01,1.11719,1.11826,1.11543,1.11602,83769,
2016.08.02,1.11604,1.12328,1.11563,1.12211,84993,
2016.08.03,1.12210,1.12259,1.11397,1.11479,69093,
2016.08.04,1.11480,1.11555,1.11155,1.11286,76445,
2016.08.05,1.11284,1.11604,1.10475,1.10861,69889,
2016.08.08,1.10783,1.11044,1.10712,1.10868,73579,
2016.08.09,1.10868,1.11217,1.10697,1.11156,76627,
2016.08.10,1.11156,1.11889,1.11109,1.11746,68669,
2016.08.11,1.11743,1.11905,1.11344,1.11362,63149,
2016.08.12,1.11361,1.12204,1.11303,1.11603,56333,
2016.08.15,1.11664,1.11993,1.11526,1.11823,59183,
2016.08.16,1.11815,1.13028,1.11766,1.12773,66764,
2016.08.17,1.12773,1.13149,1.12397,1.12873,75809,
2016.08.18,1.12875,1.13655,1.12834,1.13529,81547,
2016.08.19,1.13527,1.13586,1.13033,1.13273,66535,
2016.08.22,1.13073,1.13297,1.12702,1.13193,72599,
2016.08.23,1.13194,1.13518,1.13026,1.13039,67253,
2016.08.24,1.13042,1.13106,1.12447,1.12629,67825,
2016.08.25,1.12627,1.12966,1.12583,1.12851,57733,
2016.08.26,1.12846,1.13393,1.11800,1.11915,64390,
2016.08.29,1.11746,1.12070,1.11593,1.11878,72182,
2016.08.30,1.11878,1.11915,1.11313,1.11410,68041,
2016.08.31,1.11404,1.11647,1.11258,1.11569,71506,
2016.09.01,1.11566,1.12043,1.11291,1.11958,65093,
2016.09.02,1.11957,1.12513,1.11510,1.11533,64012,
2016.09.05,1.11554,1.11815,1.11386,1.11463,66983,
2016.09.06,1.11463,1.12622,1.11400,1.12536,75703,
2016.09.07,1.12538,1.12645,1.12286,1.12385,75450,
2016.09.08,1.12385,1.13243,1.12336,1.12592,68235,
2016.09.09,1.12595,1.12843,1.12012,1.12279,70962,
2016.09.12,1.12347,1.12631,1.12096,1.12345,76660,
2016.09.13,1.12344,1.12507,1.12031,1.12197,67441,
2016.09.14,1.12196,1.12733,1.12101,1.12484,65787,
2016.09.15,1.12485,1.12651,1.12183,1.12422,66568,
2016.09.16,1.12422,1.12492,1.11488,1.11545,64037,
2016.09.19,1.11508,1.11970,1.11500,1.11729,59982,
2016.09.20,1.11727,1.12084,1.11490,1.11494,60837,
2016.09.21,1.11495,1.11911,1.11222,1.11875,56299,
2016.09.22,1.11872,1.12507,1.11841,1.12061,57861,
2016.09.23,1.12060,1.12398,1.11931,1.12247,54285,
2016.09.26,1.12239,1.12783,1.12204,1.12527,88688,
2016.09.27,1.12527,1.12580,1.11902,1.12150,85038,
2016.09.28,1.12153,1.12361,1.11810,1.12161,90841,
2016.09.29,1.12160,1.12490,1.11960,1.12208,92249,
2016.09.30,1.12206,1.12498,1.11525,1.12398,99362,
2016.10.03,1.12260,1.12428,1.12044,1.12101,75218,
2016.10.04,1.12100,1.12358,1.11372,1.12027,85404,
2016.10.05,1.12023,1.12325,1.11891,1.12033,82315,
2016.10.06,1.12034,1.12117,1.11391,1.11491,73145,
2016.10.07,1.11490,1.12017,1.11035,1.11985,100986,
2016.10.10,1.11771,1.12026,1.11306,1.11379,80386,
2016.10.11,1.11379,1.11416,1.10482,1.10526,107339,
2016.10.12,1.10526,1.10668,1.10037,1.10060,105329,
2016.10.13,1.10060,1.10571,1.09845,1.10548,110793,
2016.10.14,1.10543,1.10575,1.09692,1.09696,100144,
2016.10.17,1.09671,1.10071,1.09629,1.09982,89179,
2016.10.18,1.09985,1.10255,1.09692,1.09794,84889,
2016.10.19,1.09798,1.10039,1.09541,1.09728,84397,
2016.10.20,1.09728,1.10146,1.09151,1.09283,83131,
2016.10.21,1.09285,1.09293,1.08583,1.08835,85818,
2016.10.24,1.08802,1.08989,1.08588,1.08811,61349,
2016.10.25,1.08810,1.09041,1.08509,1.08877,86181,
2016.10.26,1.08879,1.09457,1.08736,1.09072,96316,
2016.10.27,1.09068,1.09414,1.08816,1.08944,98220,
2016.10.28,1.08944,1.09908,1.08921,1.09824,97417,
2016.10.31,1.09845,1.09902,1.09351,1.09758,91803,
2016.11.01,1.09759,1.10662,1.09593,1.10559,96624,
2016.11.02,1.10579,1.11224,1.10487,1.10944,94755,
2016.11.03,1.10950,1.11252,1.10592,1.11049,87793,
2016.11.04,1.11049,1.11405,1.10817,1.11380,89905,
2016.11.07,1.10570,1.11095,1.10266,1.10395,105777,
2016.11.08,1.10395,1.10663,1.10081,1.10251,91321,
2016.11.09,1.10247,1.12931,1.09062,1.09074,117252,
2016.11.10,1.09074,1.09529,1.08642,1.08906,99604,
2016.11.11,1.08907,1.09187,1.08298,1.08508,92927,
2016.11.14,1.08322,1.08394,1.07096,1.07369,113549,
2016.11.15,1.07368,1.08149,1.07134,1.07215,97784,
2016.11.16,1.07216,1.07588,1.06665,1.06898,84212,
2016.11.17,1.06900,1.07448,1.06192,1.06250,81788,
2016.11.18,1.06251,1.06422,1.05689,1.05826,86315,
2016.11.21,1.05919,1.06459,1.05778,1.06278,87267,
2016.11.22,1.06277,1.06571,1.05873,1.06258,80692,
2016.11.23,1.06258,1.06429,1.05268,1.05514,73159,
2016.11.24,1.05515,1.05846,1.05260,1.05498,76016,
2016.11.25,1.05498,1.06267,1.05402,1.05772,75810,
2016.11.28,1.06100,1.06812,1.05628,1.06117,89346,
2016.11.29,1.06109,1.06537,1.05671,1.06485,81736,
2016.11.30,1.06486,1.06658,1.05568,1.05875,74331,
2016.12.01,1.05877,1.06679,1.05847,1.06602,78162,
2016.12.02,1.06603,1.06885,1.06301,1.06538,82577,
2016.12.05,1.06257,1.07945,1.05129,1.07631,109250,
2016.12.06,1.07631,1.07819,1.06976,1.07171,99936,
2016.12.07,1.07173,1.07669,1.07091,1.07522,97141,
2016.12.08,1.07525,1.08724,1.05964,1.06130,98814,
2016.12.09,1.06125,1.06290,1.05301,1.05515,96300,
2016.12.12,1.05305,1.06509,1.05246,1.06338,94495,
2016.12.13,1.06337,1.06663,1.06030,1.06247,96257,
2016.12.14,1.06248,1.06691,1.04955,1.05343,91011,
2016.12.15,1.05345,1.05383,1.03657,1.04125,103281,
2016.12.16,1.04124,1.04714,1.04015,1.04401,89599,
2016.12.19,1.04387,1.04786,1.03917,1.04013,95704,
2016.12.20,1.04014,1.04172,1.03515,1.03851,90926,
2016.12.21,1.03857,1.04504,1.03817,1.04220,85718,
2016.12.22,1.04220,1.04871,1.04217,1.04366,82856,
2016.12.23,1.04367,1.04700,1.04258,1.04700,68910,
2016.12.26,1.04444,1.04668,1.04305,1.04491,109466,
2016.12.27,1.04499,1.04626,1.04315,1.04543,67735,
2016.12.28,1.04537,1.04790,1.03714,1.04100,83496,
2016.12.29,1.04101,1.04931,1.04076,1.04864,99358,
2016.12.30,1.04869,1.06506,1.04819,1.05068,139108,
2017.01.02,1.05141,1.05275,1.04476,1.04529,91628,
2017.01.03,1.04529,1.04894,1.03395,1.04031,110755,
2017.01.04,1.04032,1.04990,1.03892,1.04863,118832,
2017.01.05,1.04863,1.06145,1.04803,1.06047,137322,
2017.01.06,1.06042,1.06199,1.05235,1.05235,112858,
2017.01.09,1.05290,1.05821,1.05101,1.05716,105312,
2017.01.10,1.05726,1.06263,1.05502,1.05539,120912,
2017.01.11,1.05540,1.06222,1.04530,1.05808,133501,
2017.01.12,1.05813,1.06840,1.05707,1.06111,146793,
2017.01.13,1.06112,1.06725,1.06000,1.06420,112502,
2017.01.16,1.06051,1.06349,1.05786,1.05962,103847,
2017.01.17,1.05962,1.07169,1.05920,1.07122,128257,
2017.01.18,1.07123,1.07150,1.06277,1.06277,113626,
2017.01.19,1.06280,1.06760,1.05904,1.06624,114210,
2017.01.20,1.06623,1.07087,1.06245,1.06982,116240,
2017.01.23,1.07000,1.07684,1.06933,1.07627,109906,
2017.01.24,1.07628,1.07737,1.07197,1.07292,102320,
2017.01.25,1.07291,1.07691,1.07105,1.07471,97242,
2017.01.26,1.07471,1.07648,1.06569,1.06799,96372,
2017.01.27,1.06800,1.07213,1.06576,1.06968,87901,
2017.01.30,1.07174,1.07394,1.06196,1.06917,105386,
2017.01.31,1.06918,1.08116,1.06840,1.07967,126302,
2017.02.01,1.07963,1.08067,1.07295,1.07667,111682,
2017.02.02,1.07668,1.08251,1.07553,1.07566,123246,
2017.02.03,1.07572,1.07969,1.07107,1.07789,114319,
2017.02.06,1.07858,1.07906,1.07049,1.07486,107245,
2017.02.07,1.07486,1.07495,1.06554,1.06819,111538,
2017.02.08,1.06820,1.07133,1.06399,1.06973,104599,
2017.02.09,1.06974,1.07089,1.06502,1.06533,98821,
2017.02.10,1.06538,1.06670,1.06069,1.06377,103231,
2017.02.13,1.06268,1.06577,1.05914,1.05969,91361,
2017.02.14,1.05968,1.06327,1.05606,1.05765,91255,
2017.02.15,1.05752,1.06084,1.05215,1.05989,93465,
2017.02.16,1.05987,1.06785,1.05900,1.06718,99542,
2017.02.17,1.06719,1.06758,1.06046,1.06056,91229,
2017.02.20,1.06066,1.06322,1.06025,1.06102,74233,
2017.02.21,1.06104,1.06144,1.05251,1.05351,92822,
2017.02.22,1.05352,1.05732,1.04929,1.05580,105459,
2017.02.23,1.05578,1.05935,1.05368,1.05808,97319,
2017.02.24,1.05809,1.06172,1.05513,1.05513,98164,
2017.02.27,1.05623,1.06296,1.05509,1.05853,92088,
2017.02.28,1.05851,1.06274,1.05677,1.05757,104084,
2017.03.01,1.05758,1.05886,1.05181,1.05456,116101,
2017.03.02,1.05458,1.05503,1.04941,1.05049,99699,
2017.03.03,1.05050,1.06230,1.05014,1.06166,98153,
2017.03.06,1.06074,1.06392,1.05740,1.05791,88853,
2017.03.07,1.05792,1.06017,1.05575,1.05652,79300,
2017.03.08,1.05652,1.05732,1.05353,1.05391,81953,
2017.03.09,1.05393,1.06138,1.05242,1.05750,96854,
2017.03.10,1.05750,1.06982,1.05715,1.06712,90753,
2017.03.13,1.06848,1.07135,1.06514,1.06529,84427,
2017.03.14,1.06530,1.06618,1.05992,1.06066,77585,
2017.03.15,1.06065,1.07391,1.06038,1.07339,78730,
2017.03.16,1.07339,1.07732,1.07054,1.07709,89340,
2017.03.17,1.07711,1.07816,1.07268,1.07368,73983,
2017.03.20,1.07377,1.07764,1.07244,1.07359,77262,
2017.03.21,1.07359,1.08177,1.07184,1.08055,98066,
2017.03.22,1.08055,1.08239,1.07750,1.07916,94284,
2017.03.23,1.07916,1.08041,1.07671,1.07820,87994,
2017.03.24,1.07814,1.08172,1.07596,1.07957,85930,
2017.03.27,1.08366,1.09052,1.08264,1.08634,90037,
2017.03.28,1.08633,1.08718,1.07980,1.08130,76890,
2017.03.29,1.08130,1.08257,1.07391,1.07646,81500,
2017.03.30,1.07643,1.07687,1.06710,1.06730,78447,
2017.03.31,1.06731,1.07011,1.06462,1.06462,81700,
2017.04.03,1.06612,1.06804,1.06421,1.06683,69938,
2017.04.04,1.06690,1.06770,1.06354,1.06720,66236,
2017.04.05,1.06717,1.06887,1.06345,1.06624,71600,
2017.04.06,1.06624,1.06838,1.06289,1.06434,75351,
2017.04.07,1.06422,1.06660,1.05804,1.05885,75671,
2017.04.10,1.05867,1.06063,1.05695,1.05947,63625,
2017.04.11,1.05935,1.06296,1.05783,1.06037,62939,
2017.04.12,1.06034,1.06749,1.05887,1.06633,66122,
2017.04.13,1.06634,1.06773,1.06090,1.06120,68859,
2017.04.14,1.06120,1.06294,1.06056,1.06096,50131,
2017.04.17,1.06155,1.06701,1.06025,1.06411,50876,
2017.04.18,1.06415,1.07357,1.06365,1.07302,73957,
2017.04.19,1.07279,1.07366,1.06995,1.07094,63818,
2017.04.20,1.07073,1.07773,1.07073,1.07163,63201,
2017.04.21,1.07157,1.07378,1.06820,1.07266,65861,
2017.04.24,1.09160,1.09181,1.07266,1.08667,101025,
2017.04.25,1.08663,1.09497,1.08511,1.09245,71809,
2017.04.26,1.09243,1.09506,1.08559,1.09024,81079,
2017.04.27,1.09033,1.09325,1.08514,1.08720,72971,
2017.04.28,1.08702,1.09470,1.08567,1.08921,73227,
2017.05.01,1.09098,1.09234,1.08838,1.08980,46714,
2017.05.02,1.08970,1.09328,1.08878,1.09289,66532,
2017.05.03,1.09276,1.09365,1.08825,1.08841,68770,
2017.05.04,1.08839,1.09869,1.08746,1.09837,85795,
2017.05.05,1.09833,1.09988,1.09476,1.09863,82767,
2017.05.08,1.10183,1.10206,1.09156,1.09226,84856,
2017.05.09,1.09227,1.09326,1.08627,1.08717,75485,
2017.05.10,1.08718,1.08973,1.08525,1.08664,72907,
2017.05.11,1.08664,1.08921,1.08396,1.08600,67165,
2017.05.12,1.08602,1.09335,1.08549,1.09304,64997,
2017.05.15,1.09295,1.09886,1.09218,1.09739,62496,
2017.05.16,1.09740,1.10964,1.09721,1.10813,70664,
2017.05.17,1.10813,1.11613,1.10792,1.11571,75993,
2017.05.18,1.11572,1.11710,1.10828,1.11012,88097,
2017.05.19,1.11012,1.12110,1.10952,1.12058,68526,
2017.05.22,1.11948,1.12626,1.11606,1.12365,71112,
2017.05.23,1.12364,1.12673,1.11742,1.11817,83861,
2017.05.24,1.11816,1.12192,1.11677,1.12175,77273,
2017.05.25,1.12175,1.12495,1.11928,1.12093,66650,
2017.05.26,1.12091,1.12337,1.11609,1.11803,69827,
2017.05.29,1.11717,1.11891,1.11610,1.11615,42280,
2017.05.30,1.11621,1.11960,1.11089,1.11840,71914,
2017.05.31,1.11838,1.12513,1.11637,1.12421,71221,
2017.06.01,1.12421,1.12559,1.12014,1.12114,63528,
2017.06.02,1.12114,1.12842,1.12042,1.12792,55666,
2017.06.05,1.12714,1.12829,1.12334,1.12530,54985,
2017.06.06,1.12531,1.12831,1.12396,1.12754,63549,
2017.06.07,1.12754,1.12818,1.12033,1.12545,70901,
2017.06.08,1.12544,1.12684,1.11943,1.12113,69502,
2017.06.09,1.12113,1.12359,1.11660,1.11940,81556,
2017.06.12,1.12065,1.12313,1.11948,1.12009,56563,
2017.06.13,1.12011,1.12241,1.11845,1.12098,55354,
2017.06.14,1.12099,1.12949,1.11968,1.12163,68974,
2017.06.15,1.12164,1.12277,1.11369,1.11438,73000,
2017.06.16,1.11438,1.12008,1.11377,1.11955,59044,
2017.06.19,1.12058,1.12120,1.11423,1.11475,57806,
2017.06.20,1.11477,1.11641,1.11181,1.11333,63620,
2017.06.21,1.11333,1.11682,1.11265,1.11671,58746,
2017.06.22,1.11670,1.11771,1.11385,1.11509,57227,
2017.06.23,1.11508,1.12080,1.11444,1.11898,47980,
2017.06.26,1.11981,1.12190,1.11709,1.11805,59978,
2017.06.27,1.11805,1.13485,1.11782,1.13373,79661,
2017.06.28,1.13372,1.13874,1.12907,1.13767,85295,
2017.06.29,1.13763,1.14446,1.13735,1.14394,82272,
2017.06.30,1.14391,1.14444,1.13913,1.14242,78701,
2017.07.03,1.14167,1.14259,1.13543,1.13631,66518,
2017.07.04,1.13632,1.13761,1.13353,1.13445,65403,
2017.07.05,1.13446,1.13677,1.13116,1.13503,74445,
2017.07.06,1.13504,1.14239,1.13290,1.14209,69251,
2017.07.07,1.14210,1.14378,1.13788,1.13983,70907,
2017.07.10,1.13960,1.14172,1.13809,1.13982,58366,
2017.07.11,1.13982,1.14788,1.13820,1.14660,68527,
2017.07.12,1.14659,1.14886,1.14007,1.14107,76973,
2017.07.13,1.14106,1.14550,1.13696,1.13964,73725,
2017.07.14,1.13965,1.14710,1.13906,1.14676,69289,
2017.07.17,1.14717,1.14843,1.14340,1.14772,68536,
2017.07.18,1.14772,1.15824,1.14706,1.15529,91336,
2017.07.19,1.15529,1.15553,1.15111,1.15140,72086,
2017.07.20,1.15139,1.16453,1.14784,1.16296,83229,
2017.07.21,1.16296,1.16819,1.16183,1.16620,81303,
2017.07.24,1.16624,1.16834,1.16250,1.16400,78795,
2017.07.25,1.16399,1.17114,1.16299,1.16456,85206,
2017.07.26,1.16455,1.17390,1.16119,1.17326,86074,
2017.07.27,1.17326,1.17759,1.16493,1.16748,97167,
2017.07.28,1.16747,1.17632,1.16704,1.17485,88746,
2017.07.31,1.17467,1.18448,1.17224,1.18402,87446,
2017.08.01,1.18401,1.18435,1.17845,1.18006,84365,
2017.08.02,1.18007,1.19095,1.17927,1.18547,88497,
2017.08.03,1.18548,1.18880,1.18297,1.18672,77672,
2017.08.04,1.18673,1.18882,1.17355,1.17731,74491,
2017.08.07,1.17725,1.18133,1.17673,1.17944,71330,
2017.08.08,1.17945,1.18230,1.17144,1.17506,73324,
2017.08.09,1.17502,1.17630,1.16932,1.17579,83180,
2017.08.10,1.17580,1.17840,1.17034,1.17706,79533,
2017.08.11,1.17711,1.18462,1.17478,1.18210,75571,
2017.08.14,1.18190,1.18375,1.17712,1.17784,73833,
2017.08.15,1.17784,1.17917,1.16932,1.17336,76959,
2017.08.16,1.17334,1.17753,1.16809,1.17659,86984,
2017.08.17,1.17658,1.17891,1.16614,1.17220,90225,
2017.08.18,1.17219,1.17736,1.17076,1.17588,75186,
2017.08.21,1.17548,1.18272,1.17302,1.18136,60636,
2017.08.22,1.18136,1.18234,1.17444,1.17605,68863,
2017.08.23,1.17604,1.18224,1.17393,1.18061,70107,
2017.08.24,1.18061,1.18169,1.17833,1.17983,68344,
2017.08.25,1.17982,1.19335,1.17724,1.19211,74242,
2017.08.28,1.19421,1.19828,1.19162,1.19778,72782,
2017.08.29,1.19777,1.20693,1.19456,1.19710,86506,
2017.08.30,1.19710,1.19833,1.18798,1.18826,86464,
2017.08.31,1.18825,1.19118,1.18223,1.19084,85241,
2017.09.01,1.19083,1.19789,1.18544,1.18606,78028,
2017.09.04,1.18832,1.19212,1.18728,1.18925,92956,
2017.09.05,1.18925,1.19398,1.18674,1.19140,96526,
2017.09.06,1.19141,1.19494,1.19020,1.19159,89687,
2017.09.07,1.19158,1.20497,1.19131,1.20214,89888,
2017.09.08,1.20204,1.20914,1.20169,1.20306,92804,
2017.09.11,1.20159,1.20286,1.19470,1.19506,81989,
2017.09.12,1.19506,1.19773,1.19257,1.19654,82107,
2017.09.13,1.19655,1.19941,1.18722,1.18841,81934,
2017.09.14,1.18841,1.19212,1.18494,1.19174,80435,
2017.09.15,1.19175,1.19858,1.19002,1.19454,85568,
2017.09.18,1.19191,1.19685,1.19142,1.19506,78283,
2017.09.19,1.19507,1.20056,1.19485,1.19930,86704,
2017.09.20,1.19932,1.20209,1.18609,1.18913,84306,
2017.09.21,1.18915,1.19528,1.18648,1.19402,89024,
2017.09.22,1.19403,1.20036,1.19362,1.19455,84161,
2017.09.25,1.18967,1.19356,1.18314,1.18461,60357,
2017.09.26,1.18460,1.18606,1.17631,1.17919,89329,
2017.09.27,1.17917,1.17944,1.17175,1.17435,82937,
2017.09.28,1.17435,1.18032,1.17203,1.17851,81418,
2017.09.29,1.17850,1.18316,1.17717,1.18138,71471,
2017.10.02,1.17893,1.18141,1.17293,1.17311,74387,
2017.10.03,1.17319,1.17728,1.17019,1.17426,63639,
2017.10.04,1.17418,1.17867,1.17342,1.17577,77093,
2017.10.05,1.17586,1.17779,1.16983,1.17106,72978,
2017.10.06,1.17103,1.17379,1.16747,1.17312,75162,
2017.10.09,1.17280,1.17551,1.17188,1.17389,52123,
2017.10.10,1.17385,1.18245,1.17381,1.18064,82113,
2017.10.11,1.18064,1.18682,1.17943,1.18571,87231,
2017.10.12,1.18572,1.18789,1.18262,1.18285,78504,
2017.10.13,1.18286,1.18726,1.18045,1.18208,79887,
2017.10.16,1.18103,1.18185,1.17796,1.17945,71963,
2017.10.17,1.17946,1.17992,1.17353,1.17648,74590,
2017.10.18,1.17647,1.18044,1.17293,1.17861,79650,
2017.10.19,1.17860,1.18569,1.17835,1.18511,88251,
2017.10.20,1.18512,1.18571,1.17615,1.17787,92088,
2017.10.23,1.17639,1.17765,1.17240,1.17477,83005,
2017.10.24,1.17477,1.17860,1.17420,1.17600,81191,
2017.10.25,1.17599,1.18141,1.17522,1.18120,90836,
2017.10.26,1.18119,1.18358,1.16396,1.16505,91006,
2017.10.27,1.16504,1.16563,1.15732,1.16073,92616,
2017.10.30,1.16038,1.16572,1.15928,1.16485,84830,
2017.10.31,1.16489,1.16605,1.16241,1.16439,80357,
2017.11.01,1.16439,1.16565,1.16054,1.16217,81896,
2017.11.02,1.16218,1.16864,1.16122,1.16554,92078,
2017.11.03,1.16559,1.16891,1.15983,1.16062,74094,
2017.11.06,1.16147,1.16232,1.15794,1.16082,80694,
2017.11.07,1.16080,1.16146,1.15532,1.15849,87599,
2017.11.08,1.15846,1.16102,1.15781,1.15927,84932,
2017.11.09,1.15928,1.16534,1.15848,1.16401,87925,
2017.11.10,1.16400,1.16729,1.16219,1.16631,78501,
2017.11.13,1.16568,1.16743,1.16366,1.16658,68650,
2017.11.14,1.16658,1.18039,1.16606,1.17969,81608,
2017.11.15,1.17969,1.18590,1.17838,1.17894,91893,
2017.11.16,1.17884,1.18001,1.17561,1.17682,90657,
2017.11.17,1.17683,1.18208,1.17644,1.17874,96081,
2017.11.20,1.17852,1.18077,1.17215,1.17314,100941,
2017.11.21,1.17312,1.17568,1.17121,1.17368,71568,
2017.11.22,1.17375,1.18255,1.17314,1.18206,72917,
2017.11.23,1.18205,1.18550,1.18124,1.18478,61757,
2017.11.24,1.18478,1.19435,1.18360,1.19282,71373,
2017.11.27,1.19242,1.19604,1.18948,1.18963,74069,
2017.11.28,1.18961,1.19190,1.18262,1.18386,88654,
2017.11.29,1.18385,1.18762,1.18160,1.18460,57746,
2017.11.30,1.18460,1.19276,1.18204,1.19028,54246,
2017.12.01,1.19028,1.19352,1.18508,1.18930,93368,
2017.12.04,1.18610,1.18777,1.18321,1.18645,88611,
2017.12.05,1.18647,1.18758,1.17999,1.18248,80702,
2017.12.06,1.18250,1.18471,1.17797,1.17943,82380,
2017.12.07,1.17942,1.18138,1.17710,1.17717,72970,
2017.12.08,1.17719,1.17758,1.17295,1.17735,70420,
2017.12.11,1.17634,1.18109,1.17626,1.17677,70097,
2017.12.12,1.17677,1.17918,1.17167,1.17405,72907,
2017.12.13,1.17404,1.18306,1.17285,1.18248,69665,
2017.12.14,1.18246,1.18537,1.17699,1.17763,80066,
2017.12.15,1.17765,1.18086,1.17484,1.17507,69473,
2017.12.18,1.17443,1.18335,1.17368,1.17805,87433,
2017.12.19,1.17803,1.18479,1.17758,1.18380,89005,
2017.12.20,1.18379,1.18993,1.18281,1.18701,85814,
2017.12.21,1.18699,1.18887,1.18484,1.18724,82629,
2017.12.22,1.18721,1.18744,1.18161,1.18597,93677,
2017.12.26,1.18673,1.18780,1.18458,1.18573,30968,
2017.12.27,1.18570,1.19093,1.18542,1.18865,78516,
2017.12.28,1.18864,1.19581,1.18857,1.19418,79507,
2017.12.29,1.19414,1.20246,1.19354,1.19963,80938,
2018.01.02,1.20133,1.20803,1.20133,1.20571,65323,
2018.01.03,1.20574,1.20654,1.20002,1.20132,80386,
2018.01.04,1.20133,1.20879,1.20037,1.20668,85126,
2018.01.05,1.20674,1.20821,1.20198,1.20298,76196,
2018.01.08,1.20264,1.20513,1.19549,1.19664,82319,
2018.01.09,1.19660,1.19748,1.19148,1.19353,90714,
2018.01.10,1.19355,1.20173,1.19225,1.19463,108498,
2018.01.11,1.19460,1.20581,1.19284,1.20310,99271,
2018.01.12,1.20310,1.22175,1.20301,1.22055,108147,
2018.01.15,1.21926,1.22958,1.21867,1.22627,106983,
2018.01.16,1.22626,1.22824,1.21944,1.22593,118647,
2018.01.17,1.22586,1.23223,1.21774,1.21844,131925,
2018.01.18,1.21843,1.22617,1.21638,1.22367,117283,
2018.01.19,1.22369,1.22851,1.22139,1.22327,108626,
2018.01.22,1.22685,1.22717,1.22131,1.22605,102746,
2018.01.23,1.22603,1.23044,1.22222,1.22974,109718,
2018.01.24,1.22975,1.24121,1.22899,1.24064,115992,
2018.01.25,1.24065,1.25296,1.23631,1.23937,121248,
2018.01.26,1.23940,1.24901,1.23694,1.24204,117697,
2018.01.29,1.24268,1.24314,1.23365,1.23815,127269,
2018.01.30,1.23810,1.24530,1.23394,1.24013,120520,
2018.01.31,1.24013,1.24694,1.23871,1.24123,119336,
2018.02.01,1.24121,1.25211,1.23865,1.25123,107698,
2018.02.02,1.25123,1.25174,1.24083,1.24525,109719,
2018.02.05,1.24368,1.24741,1.23694,1.23701,126298,
2018.02.06,1.23702,1.24246,1.23132,1.23784,129684,
2018.02.07,1.23781,1.23998,1.22455,1.22617,116589,
2018.02.08,1.22617,1.22941,1.22113,1.22460,110079,
2018.02.09,1.22458,1.22863,1.22070,1.22430,111094,
2018.02.12,1.22472,1.22963,1.22343,1.22907,106233,
2018.02.13,1.22905,1.23702,1.22836,1.23494,107699,
2018.02.14,1.23490,1.24643,1.22807,1.24504,110299,
2018.02.15,1.24502,1.25082,1.24472,1.25047,81828,
2018.02.16,1.25049,1.25551,1.23936,1.24093,112782,
2018.02.19,1.24018,1.24343,1.23683,1.24059,86765,
2018.02.20,1.24057,1.24115,1.23190,1.23363,109647,
2018.02.21,1.23365,1.23592,1.22803,1.22907,115571,
2018.02.22,1.22907,1.23513,1.22590,1.23297,120064,
2018.02.23,1.23298,1.23367,1.22791,1.22948,98826,
2018.02.26,1.22919,1.23542,1.22768,1.23160,102987,
2018.02.27,1.23161,1.23458,1.22249,1.22319,102529,
2018.02.28,1.22318,1.22407,1.21917,1.21930,101326,
2018.03.01,1.21928,1.22722,1.21595,1.22663,96551,
2018.03.02,1.22663,1.23352,1.22524,1.23189,98809,
2018.03.05,1.23330,1.23631,1.22681,1.23349,107301,
2018.03.06,1.23348,1.24196,1.23273,1.24030,95636,
2018.03.07,1.24030,1.24446,1.23880,1.24098,106566,
2018.03.08,1.24100,1.24254,1.22974,1.23098,84345,
2018.03.09,1.23095,1.23281,1.22724,1.23035,89234,
2018.03.12,1.23116,1.23449,1.22897,1.23336,88013,
2018.03.13,1.23338,1.24042,1.23137,1.23909,85666,
